family,pi_conj,backbone_rig,dop_affinity,chain_len,mol_wt,homo_lumo_gap,ioniz_pot,electron_aff,sidechain_pol,crystallinity,charge_mob,disorder,dopant_conc,log_sigma,fp000,fp001,fp002,fp003,fp004,fp005,fp006,fp007,fp008,fp009,fp010,fp011,fp012,fp013,fp014,fp015,fp016,fp017,fp018,fp019,fp020,fp021,fp022,fp023,fp024,fp025,fp026,fp027,fp028,fp029,fp030,fp031,fp032,fp033,fp034,fp035,fp036,fp037,fp038,fp039,fp040,fp041,fp042,fp043,fp044,fp045,fp046,fp047,fp048,fp049,fp050,fp051,fp052,fp053,fp054,fp055,fp056,fp057,fp058,fp059,fp060,fp061,fp062,fp063
PEDOT,0.9233,0.9042,0.5162,71,6708.4,0.852,4.8234,3.7756,0.5309,0.5341,0.6001,0.3084,0.2799,9.0214,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
PEDOT,0.9792,0.8685,0.7877,64,6576.3,0.4943,4.433,3.8104,0.8952,0.7,0.7155,0.2396,0.3491,9.6823,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
PEDOT,0.928,0.9228,0.6743,22,1782.5,0.8838,4.7098,3.5837,0.1879,0.5691,0.6684,0.5051,0.3194,9.4276,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Polythiophene,0.947,0.7549,0.7118,38,4284.1,0.7654,4.5212,3.6164,0.2143,0.6197,0.6744,0.4524,0.2839,9.0924,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
PEDOT,0.925,0.828,0.6911,64,7808.7,1.0437,4.6568,3.4479,0.5738,0.4994,0.7988,0.4865,0.0531,8.7491,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0
Polyaniline,0.852,0.6483,0.8666,65,10471.2,1.0945,4.6432,3.3034,0.7984,0.5246,0.5428,0.4751,0.2965,7.3638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Polyaniline,0.7879,0.7571,0.895,61,7966.7,1.2504,4.4237,2.9646,0.4972,0.4132,0.4066,0.6157,0.2946,7.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Polypyrrole,0.7736,0.7618,0.8862,70,12386.0,1.4246,4.3344,2.6208,0.2377,0.5389,0.4702,0.4845,0.3349,6.8863,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Polythiophene,0.9852,0.9477,0.7605,9,1168.3,0.7713,4.8414,3.9376,0.7909,0.6307,0.8635,0.3232,0.3785,9.6802,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Polypyrrole,0.9274,0.8014,0.9067,78,10551.9,0.9171,4.2547,3.1233,0.406,0.7026,0.6624,0.2525,0.0908,8.495,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0
Polyfluorene,0.842,0.8704,0.5161,32,2587.7,1.243,5.0272,3.5588,0.5511,0.4222,0.5578,0.6555,0.1067,4.9818,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1
Polyfluorene,0.6655,0.8411,0.4888,72,7375.2,1.4049,4.9097,3.3285,0.7163,0.5924,0.3778,0.3985,0.1318,3.9159,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
PEDOT,1.0,0.8959,0.6457,19,2942.6,0.636,4.5796,3.7556,0.7497,0.6962,0.7987,0.2857,0.2201,9.3086,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1
Polythiophene,1.0,0.7884,0.7458,39,6996.7,0.6372,4.5337,3.7279,0.1601,0.5451,0.7854,0.4862,0.3472,9.32,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Polythiophene,0.9777,0.8132,0.7092,52,9117.3,0.8768,4.5753,3.4833,0.7147,0.378,0.7289,0.5631,0.1955,8.5354,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Polythiophene,0.9208,0.6939,0.8836,37,4982.6,0.9645,4.3664,3.083,0.2445,0.4488,0.6951,0.5672,0.2808,9.2115,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Polyaniline,0.8364,0.6425,0.9395,29,4117.7,1.1211,4.241,2.8402,0.4849,0.4976,0.5358,0.35,0.0897,7.2195,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Polypyrrole,0.8367,0.6162,0.8671,23,2522.7,1.3641,4.4492,2.8778,0.2595,0.3203,0.538,0.8166,0.3492,7.3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
PEDOT,1.0,1.0,0.5092,63,12242.8,0.6676,5.0476,4.0,0.7649,0.7134,0.8978,0.1876,0.2303,9.8367,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Polypyrrole,0.8618,0.7364,0.7581,43,5354.3,1.3098,4.7914,3.2781,0.7692,0.5643,0.5823,0.2965,0.1637,7.1559,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Polypyrrole,0.8536,0.799,0.7708,77,14208.9,0.8722,4.3645,3.283,0.3411,0.6886,0.6435,0.3804,0.2172,8.1497,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
PEDOT,0.9998,0.9472,0.7913,56,9920.9,0.5061,4.2427,3.3905,0.8719,0.6883,0.7384,0.21,0.2382,9.8499,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Polyfluorene,0.8112,0.954,0.4084,55,7032.4,1.0113,5.0968,3.906,0.6536,0.5382,0.5857,0.4255,0.3555,5.6644,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
PEDOT,1.0,0.8013,0.6869,79,14661.9,0.7896,4.8581,4.0,0.2424,0.5753,0.7191,0.4384,0.1148,8.9351,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0
Polycarbazole,0.6174,0.9483,0.3947,16,2429.2,1.964,5.1883,3.0268,0.8104,0.6985,0.2621,0.2707,0.2032,2.6517,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0
PEDOT,1.0,0.9158,0.6991,10,1887.3,0.7651,4.6479,3.6675,0.3404,0.6566,0.8325,0.276,0.1766,9.6847,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
Polyfluorene,0.7652,1.0,0.3401,32,3535.6,1.262,5.2487,3.7913,0.7152,0.7118,0.4633,0.185,0.1944,5.0494,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Polycarbazole,0.7892,0.8855,0.5082,37,3074.6,1.2731,4.8958,3.3776,0.8144,0.6747,0.5294,0.3069,0.3538,5.032,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0
Polycarbazole,0.7185,0.9583,0.3386,68,9425.9,1.7101,5.2476,3.2687,0.6727,0.6998,0.4506,0.4097,0.3889,3.4016,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1
Polyfluorene,0.7376,0.8777,0.3833,53,9785.4,1.1556,5.2365,3.7061,0.4451,0.6532,0.4153,0.413,0.2868,4.4139,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Polyfluorene,0.8319,1.0,0.5094,16,1651.8,1.2314,4.8213,3.2868,0.4337,0.8315,0.5005,0.2004,0.3348,6.4211,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Polyaniline,0.8002,0.6257,0.8514,48,6916.1,1.1762,4.2729,2.9135,0.5567,0.3484,0.5041,0.7641,0.2994,6.6058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
Polyfluorene,0.7673,0.8997,0.3948,52,7095.0,0.879,5.0708,3.9629,0.1982,0.6534,0.4649,0.2524,0.1908,5.1058,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
PEDOT,1.0,0.9168,0.6772,37,7010.1,0.7398,4.6295,3.6548,0.4636,0.6623,0.8111,0.2924,0.3758,10.0489,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Polypyrrole,0.8503,0.8742,0.812,33,5014.0,1.2467,4.6134,3.1511,0.2847,0.6204,0.5027,0.399,0.1735,7.7799,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Polypyrrole,0.7724,0.6855,0.7431,63,11842.2,1.3584,4.7268,3.2882,0.8323,0.5213,0.4905,0.3735,0.343,6.8959,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0
Polyfluorene,0.8682,0.9708,0.5034,60,10897.5,0.9353,4.778,3.5752,0.6186,0.6624,0.5469,0.3843,0.1908,5.6535,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Polypyrrole,0.8727,0.7257,0.921,11,940.9,1.2782,4.2596,2.6498,0.4536,0.5328,0.587,0.4861,0.1974,7.7437,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
Polypyrrole,0.988,0.6093,0.7045,42,4500.0,0.7588,4.5079,3.6072,0.1798,0.3023,0.8585,0.6862,0.1706,7.9062,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
Polyaniline,0.8455,0.6498,0.8506,24,2023.3,1.2252,4.5289,3.0636,0.192,0.3584,0.5401,0.5779,0.1049,6.7711,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
Polythiophene,0.9661,0.8052,0.7409,31,2966.0,0.708,4.5627,3.5962,0.1447,0.5415,0.7738,0.4369,0.1371,8.4732,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PEDOT,0.935,0.8268,0.728,64,12608.9,1.025,4.5755,3.3922,0.3075,0.5643,0.6117,0.5889,0.262,8.9907,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
Polypyrrole,0.8439,0.6366,0.8915,11,920.4,1.1727,4.3632,2.991,0.8692,0.4725,0.5541,0.5206,0.1323,7.3465,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
Polypyrrole,0.9051,0.5854,0.8702,21,2990.3,0.7314,4.3517,3.3981,0.1518,0.2911,0.6759,0.8001,0.2154,7.547,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
Polythiophene,0.9447,0.7108,0.8405,60,10252.1,0.6801,4.347,3.6445,0.4966,0.3558,0.6468,0.7572,0.1077,7.6706,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Polythiophene,0.9222,0.8076,0.7096,69,8420.4,0.9115,4.5636,3.4336,0.4802,0.5768,0.6693,0.3373,0.2545,8.1319,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Polythiophene,0.843,0.9822,0.6896,57,9169.4,0.9777,4.6682,3.5166,0.657,0.769,0.539,0.1158,0.0858,7.8451,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
Polythiophene,1.0,0.7586,0.779,68,9181.4,0.7248,4.4715,3.5247,0.1056,0.517,0.7422,0.6321,0.2832,8.7211,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
Polypyrrole,0.901,0.6861,0.8389,74,14492.5,0.9768,4.3079,3.0772,0.7668,0.4841,0.5832,0.6192,0.0539,7.1746,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0
Polyaniline,0.7748,0.79,0.9048,37,6779.1,1.1535,4.3376,3.0239,0.3067,0.565,0.5102,0.2855,0.2952,7.4495,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Polythiophene,0.9014,0.8293,0.6343,71,8194.7,1.1984,4.8302,3.318,0.7484,0.62,0.5386,0.3709,0.058,7.5771,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
Polycarbazole,0.7737,0.8923,0.316,74,11656.2,1.2676,5.0748,3.6126,0.3606,0.7195,0.5325,0.2002,0.2946,4.5372,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
Polycarbazole,0.7627,0.8432,0.486,29,2335.8,1.3035,4.8941,3.3662,0.3705,0.8054,0.3978,0.1185,0.2602,4.302,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1
Polypyrrole,0.8716,0.7309,0.773,59,10420.7,1.0894,4.4607,3.0873,0.6759,0.4067,0.6339,0.709,0.3494,8.336,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
Polythiophene,0.9292,0.7227,0.7841,34,5410.0,0.7611,4.42,3.5219,0.7648,0.4832,0.6383,0.5298,0.0579,7.8399,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Polypyrrole,0.9077,0.5871,0.9506,55,8725.6,0.6041,4.1493,3.226,0.2103,0.2386,0.6702,0.8157,0.3241,8.0315,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Polyfluorene,0.79,0.9295,0.4017,37,7159.5,1.2895,4.9642,3.3876,0.5009,0.7185,0.4385,0.2954,0.3331,5.0862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
Polyaniline,0.8393,0.7822,0.8511,21,3034.3,1.0709,4.2048,2.9228,0.7159,0.529,0.5759,0.4917,0.2952,7.7495,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Polyfluorene,0.8435,0.9144,0.4454,70,13842.3,1.2453,5.1647,3.6508,0.169,0.6361,0.6441,0.4215,0.3147,5.124,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
Polypyrrole,0.8538,0.7941,0.8683,35,2901.7,1.1095,4.4574,3.1621,0.331,0.4069,0.5533,0.66,0.3508,7.5928,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Polyaniline,0.8876,0.7408,0.8216,11,1658.7,0.9947,4.4188,3.1553,0.8321,0.6457,0.6005,0.3164,0.3346,7.3577,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Polythiophene,0.9111,0.8065,0.8601,26,4919.4,0.7198,4.2456,3.2469,0.1623,0.3312,0.6561,0.8317,0.1785,8.1707,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Polyaniline,0.7475,0.7124,0.9388,32,6267.0,1.3782,4.1119,2.6161,0.8457,0.5354,0.4523,0.5656,0.2178,6.8286,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
Polythiophene,1.0,0.7354,0.7938,72,11821.9,0.4879,4.6223,4.0,0.595,0.4617,0.8064,0.5712,0.2239,8.3553,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Polyaniline,0.8301,0.6518,0.9702,69,13482.1,0.9666,4.1767,2.9897,0.39,0.412,0.5818,0.5798,0.0972,7.5641,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Polyfluorene,0.7185,0.886,0.4629,56,5187.0,1.734,4.9825,3.0512,0.8539,0.8223,0.4341,0.2709,0.0671,4.0483,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
PEDOT,0.9884,0.9125,0.6591,59,7320.7,0.7525,4.67,3.6776,0.3097,0.6248,0.7727,0.3095,0.153,9.5917,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
